SPY
LEG
NAK
DXCM
SAN
HDV
TASR
PRGO
MASI
CINF
APD
PDCO
FLIR
E
WLK
LH
SWK
DAN
NNN
ALB
SIG
PKG
GPC
HIMX
LBRDK
SGEN
BSBR
GRUB
FSM
MVV
GGB
NTES
EFX
OGE
DF
FFIV
EXPR
BC
AIV
NKTR
AMCX
SNV
MDU
SHOP
PBA
FNB
USMV
GUSH
EXR
WLTW
VMC
SSNC
DBC
PZZA
XEC
TMUSP
FINL
LVNTA
COL
ROK
SSYS
FMS
CXO
CTAS
SIL
MSCI
TMF
PNW
FOLD
AGCO
PKI
DDR
JUNO
WDAY
ERUS
MCHI
UGL
AAP
NOW
MKC
WDR
MDRX
MRC
BOFI
TU
EDC
VYM
WAB
BBVA
BEAV
SCI
ANTM
OTEX
AUY
SRE
EFG
DVMT
FII
ALSN
HALO
AZPN
STZ
AMBA
KMT
UBNT
PAY
KS
NOK
MLM
MAG
EFV
ODFL
JNS
IRBT
DRN
RJF
ASNA
ALKS
DK
YY
HEWJ
XLRE
VSS
SOXL
FXN
ZSL
Z
MYGN
TLRD
TPH
LOGI
TMK
CMG
ELP
KAR
SBGL
IFF
ANSS
DSLV
SNN
CNO
CXW
XON
GIB
SYNA
RS
SHO
JKI
WNC
LAMR
RCII
GD
MCK
IAC
SPG
FTR
JNK
QTEC
VER
FBR
GWR
WPZ
VSAT
SFLY
LDOS
BIB
RLGY
ORI
RLJ
CDW
SCHH
VIAV
MGK
EFAV
EXK
XES
BBH
HLF
AMLP
PII
TSEM
LECO
VOT
BXP
MIK
HIW
DON
BR
BDX
GFI
ERF
BYD
MAA
CAA
GPRO
VNO
ERIC
MUX
SPLV
TUR
FXF
DNR
MTB
CBSH
MANH
TDG
KOF
BAH
DOX
COLM
SYRG
MMP
SCSS
CWB
INFO
SEAS
EGO
DGLD
IYM
VPL
FRED
VLY
HUM
KBR
VIIX
LTRPA
LPT
BND
UNFI
RAD
WBMD
HEWG
CSOD
CBL
EWA
TCB
EQIX
CSIQ
GRA
LNCE
ILMN
EQY
CSRA
SIVB
IRWD
AXTA
CAB
BVN
HOML
FAF
HSIC
TIP
CFX
TUP
FLO
GNW
BURL
NBIX
ITA
MON
CPT
CPRT
BBRY
WRI
MEOH
PNRA
FRAN
SAFM
INGR
KRC
NG
UTHR
AFSI
FIT
MDR
ITT
ZLTQ
PPH
NUVA
MTOR
SNCR
BID
AIZ
LL
BRZU
IBN
RRD
BLDR
POST
CCK
LYV
DXD
FCG
ATO
DDS
EV
MBFI
STWD
SCHX
IDV
ULTA
BRKS
HR
OMAB
HMY
CONE
CNK
ZAYO
MPWR
CBS.A
HMC
PENN
NOC
MBI
MD
FEP
WWW
AAXJ
THS
ALLE
UFS
EWL
CI
HLX
ARW
PODD
CNHI
IJT
LOGM
AAN
WIN
DTO
PSA
WBS
SONC
MDSO
DNOW
AL
WCG
MPLX
WTFCW
CASY
IMO
AVB
SNE
BKU
SLG
VEU
PDS
IVOO
AMG
RGC
YUMC
LILAK
CIM
ESPR
JJA
DRH
WPG
YRCW
SYNT
VLRS
ACC
EEMV
ICF
OFC
WWD
TRMK
FDC
IJS
SMEZ
ODP
SBNY
BF.B
PF
OCN
CPL
URE
BIVV
RWX
DCT
ARCC
FMBI
MIC
NGD
GES
PTLA
VAW
IART
ALJ
LXRX
SDRL
LRET
OILB
JKHY
CATY
CLGX
HXL
BLKB
BLK
WTFC
BECN
BGCP
DBEF
ORAN
NUS
EPI
PAYC
FR
SNA
BRKR
FNF
JCOM
NWBI
NLY
UGI
PFPT
GRFS
EWD
RPM
ETSY
CNSL
ROP
COHR
JLL
GNRC
JKS
WAL
AEIS
TCO
HMSY
DRIP
IYZ
LILA
VOX
SIX
BNO
FXC
ZBRA
DGL
ICLR
GIII
PVTB
BPOP
MTW
TSRO
FWONA
CIG
COT
SC
CUZ
HEFA
BTG
CSL
SODA
PIR
IGV
VBK
MIDU
DFE
COLB
SON
EME
TK
AOBC
DNO
ABMD
ZNGA
DLS
OA
EEP
LITE
AGIO
CVI
YINN
LAZ
GREK
HRG
VHT
MOMO
CRL
MHK
BCR
WUBA
VT
SCHB
ESS
BRO
VPU
EPAM
DBJP
WOOF
WAT
DXJS
OMI
MBT
CIE
VG
IEI
EDU
G
AAOI
ULTI
ACIW
FCE.A
SIM
HPT
SKT
JAZZ
EXP
ROIC
JPM+
USL
VXUS
RYT
HTLD
WHR
INVN
VVC
MTUM
PLAY
WR
LII
LSI
OSUR
CATM
KITE
ACWV
CVG
GWW
ISRG
CLS
NFG
FRT
BDC
HII
VSTO
DJP
DFT
DIG
SCHF
ACIA
PGNX
ACXM
BSMX
STE
ELGX
GTLS
KLIC
IPHI
TROX
UTEK
SHLD
KN
AGND
WOR
NAV
XPH
BEP
MTD
HEZU
EEFT
HLS
CRR
TRUE
BMS
SLGN
NSIT
TEF
MXL
DEI
SMG
BRX
FLT
CFFN
APO
IPGP
ZEN
GPT
GEO
SSL
BLUE
GMED
AEG
BWLD
SJR
WST
HEES
CLH
STOR
SERV
SAND
RMD
HQY
SF
DUG
LLL
DCI
DY
BIP
ASH
ACGL
CLNS
OIL
FTV
GVA
TRCO
PRAH
GBCI
FXA
LEA
CVBF
MNKD
CFR
HOS
CBRL
HCSG
POR
DEM
CRC
IT
LOPE
AEL
MWA
CSAL
SID
AF
SPHD
SXC
NXTM
WRB
RBS
RARE
VTWG
LSXMA
CYBR
PCRX
BPL
FRC
EPC
FXU
MGC
BOX
ARE
NDSN
HOPE
SBGI
GSM
GLPI
DPZ
BMLA
BBG
PANW
BDN
HDB
HTA
ADS
KBWB
PSEC
KTOS
EWH
CHFC
PEGI
VONG
TECL
AYI
ASPS
BRCD
RPAI
CORE
MMS
KLXI
TWLO
IVOV
CR
EGRX
LGF.A
SIVR
PCTY
KOS
LQ
FTK
DNB
W
FEU
PTCT
SAGE
CARA
CHL
VWR
CLI
OLED
TEN
TDS
ATHN
INT
AZO
RPV
FBP
MELI
BZH
PAG
PSO
WTR
SGOL
JPNL
BKH
HRC
RDUS
INSY
INDA
CROX
MSM
PEB
HDLV
MDC
SLX
FCH
GASX
TTC
ELY
PIP
PBH
RE
CLD
GCI
FN
SHW
ATR
HOMB
FNX
WSO
FTS
UBIO
MTSI
EEV
VOOG
WWAV
EMB
QUAL
ZSAN
DBEU
MTCH
TECH
FRO
IHI
TECD
NOBL
NATI
THO
EWN
HBHC
CURE
HE
TFX
GSS
DAR
DBP
H
KEYS
SRS
CSGS
THG
BZQ
BCRX
SIMO
BPY
EDR
FXG
ENLK
SSP
IGT
VR
IBKR
APOG
DWM
LGND
PDM
CW
NVAX
NWE
EUM
IDCC
KIE
AMBC
DWX
GOGO
CZZ
OIS
RUSHA
HA
BRS
VONV
SYKE
ICPT
WEX
CLDX
FWONK
UNVR
DBA
WMGI
XLRN
DPLO
MIDD
ILG
GRP=
SBRA
DGP
HNI
POOL
STNG
LJPC
OGS
TRVN
MKTX
AFG
ACET
AKAO
DOG
UCBI
EPE
EPHE
MIDZ
HAR
ANET
INVA
GHDX
ECH
ICON
PB
CRS
SBCF
HAE
CBT
GEF
ELLI
CATYW
DOC
EXTR
RTH
CXP
EPAY
RYN
QIWI
CENTA
VC
PACB
SVU
ACHN
CTLT
INXN
MUSA
DBVT
PLXS
BOH
RMBS
FXL
VRA
SWIR
ZIOP
RYAAY
GOV
AMED
ROL
FULT
ESG
VCLT
COO
BANR
DOL
VIP
CLB
IDU
QQEW
BTE
STI+A
PPP
GLUU
FXD
EPR
ENR
CRTO
MLPI
AMAG
LTXB
LW
FWRD
EFII
KOLD
TVPT
FV
TERP
VEEV
SQM
POL
GORO
PI
RWO
ASGN
VGR
HSTM
EWM
DCM
ACWX
EEQ
IMPV
SCHL
CFNL
CCP
MSA
NANO
KNL
SJI
WSBC
LSTR
XOG
PETS
UMBF
IVR
KERX
NCMI
RELX
PFF
RXN
TDY
PRGS
LFUS
LSXMK
JJC
CENT
PEI
PRIM
BIS
UYG
AVA
AXS
OCUL
EUFN
YANG
WWE
HT
ECON
CNMD
SOHU
CAJ
MLPB
ANGI
PBYI
OPHT
IYJ
MRCY
NTCT
BWXT
VSM
XSD
VLUE
PSTG
MCY
DENN
EPOL
ESNT
PNK
TCBI
MHG
ELS
TWOU
EPP
DRQ
MANT
DRD
ELNK
FXP
KALU
AEGN
GWPH
BXMT
SKM
WBC
PGRE
SFUN
TRU
LPNT
RGA
SCOR
EBR
REM
DIOD
ESRT
SGDM
DFJ
CMPR
ALE
ZBIO
KRO
EXLS
GBT
EQC
HPP
NICE
HTH
DBO
OIIL
KEP
TXMD
SPSC
LYG
RGEN
COR
PLUG
SEMG
CAMP
KFY
ERII
AMRS
MATX
BUFF
GPI
PAC
TMST
STMP
FCF
NWS
AUSE
IEUR
MDXG
SCVL
ADXS
SATS
GASL
IEX
LEXEA
NBTB
CAL
SCHD
NSM
DLX
CORT
SWC
LCI
MLI
FCN
BBU
UBSI
LXP
QSII
GWX
EIDO
PK
WGL
CDEV
ESND
ATHM
ENS
XPP
GGG
KRA
HOLI
ANTH
AVAV
AMPH
XMLV
RPXC
RNR
TTI
CXRX
SSTK
AYR
ALR
SND
XNCR
LMNX
SSD
ZIONW
IDA
MTZ
ZEUS
TWO
BLV
TBPH
SCHC
CSGP
IYG
CEF
UNT
INO
EDIT
FPRX
VECO
B
ADNT
AMUB
CATO
WTW
IPXL
JJG
SSW
CCRN
ZIV
CBU
RTRX
ONVO
DRV
FDP
PJP
AGEN
PCBK
HAYN
NMBL
FXH
CYNO
SCHA
DXPE
GLL
GOGL
ARI
ADPT
DLB
SAIC
EIS
BRF
CCMP
MLPG
AKG
SWX
TMHC
SLVO
PULM
CAPE
ISIL
ARIA
NLNK
PINC
UGLD
DORM
ONCE
BOKF
BIOC
GWRE
GDOT
VXF
RPT
UYM
HSNI
FXR
OUT
BAL
FHB
INSM
INN
FEX
APLE
AINV
PETX
IEUS
MEET
OFIX
FSC
DST
QCP
QUAD
SANM
PLKI
SGMS
LOXO
CPA
RDWR
EPU
BOBE
TREX
NBHC
IAT
NAT
ATSG
RNST
VXZ
AKR
MNTA
LGIH
PNFP
XCO
STAY
DIN
TRQ
OR
MACK
FVD
ITCI
VRTU
GATX
PHH
SHOO
IBKC
VCIT
ENSG
MPAA
TAN
STI+B
CUDA
URA
NXST
SBLK
DXGE
CSII
IEO
CHCO
GEL
MBUU
WING
PRI
SHAK
FNDC
ENTA
SFBS
FRME
SUPN
BAP
IIIN
KEYW
CSFL
NPTN
FICO
BLCM
VAL
CERS
GDDY
WRE
FI
PKX
KELYB
STRA
AQXP
GLDI
VIA
NFBK
KRG
IPHS
RUN
IIVI
ZTO
SPPI
FIVN
FBC
JPXN
UCTT
BIV
RRR
QDEL
ASTE
VONE
ORBK
ACOR
ABM
MTU
PRF
SPWH
CVEO
FTEC
HUBB
DVHL
KEX
NTT
USCI
CARZ
AIMT
DDC
CMTL
MTN
WABC
LPL
UBSH
EC
LXU
ARII
ANIP
FDS
EBR.B
BCPC
PFBC
GPRE
FJP
TX
SKYW
MKSI
LRN
CRNT
YPF
KT
VIS
ALRM
SPTN
SBSI
WCC
PLCE
DBD
PLT
WLB
TEAM
WRLD
MITL
RESI
DGZ
ZOES
HYH
PXH
SLAB
KIRK
GNCMA
AVXS
CTRE
GLT
MLNX
CWEI
AGZD
OSIS
KELYA
CMO
HACK
AUPH
WSTC
GNR
KBWR
MGPI
MYRG
ADMS
HDP
FIZZ
FSV
CTB
CIGI
VDC
STBZ
SCHG
TREE
PPLT
LIVN
GNMK
WD
GOVT
RPG
ONB
DERM
USFD
PHB
PFFR
TWI
LSXMB
AOA
MFA
BPMC
ENTG
ANGO
MLPS
AIR
SBNYW
RENX
NCI
SCHE
WERN
TCBK
CYS
PRTA
ATNI
INGN
MGNX
VTHR
DBE
MLHR
IMGN
AHT
FLXN
SCHN
ORA
AJRD
REN
SA
CYOU
GWB
GXC
RWT
VCSH
RLI
DNN
SXT
NEOG
CVLT
LAD
GALE
SDIV
SONS
ABCO
LTC
REGL
KEM
IMMR
TACO
TRTN
TTEK
AMRN
DHT
NSTG
BITA
PMT
AMRI
UNL
IDLV
TIVO
CNDT
HK
CSTE
TI
UE
NYMT
GUNR
PDFS
CVTI
DLN
ABY
CECO
TAP.A
FUL
CRAY
LSCC
SOXS
GTE
ROLL
ABAX
CALD
AWR
ISLE
ETRM
HSKA
SWM
IXUS
UFPI
GKOS
TLLP
PRMW
BSV
CSB
IXC
VREX
BIO
LKOR
AXAS
CTRL
ALGT
ARR
SPHQ
IWV
HCKT
INTL
IGF
LANC
NEWR
WPC
BNDX
WAFD
AWH
UFCS
CAE
PIN
BWP
VNDA
PPHM
RHP
FIG
ACRS
BFAM
NYRT
SMDD
SPB
JRVR
USCR
TKR
HAWK
ORC
SEP
TYL
SMHD
KTWO
VCR
ATRO
PERY
UOP
KNX
ALDR
CEMP
FOE
SGDJ
VGLT
AOR
NGHC
MORE
IRDM
DGI
QTS
MOO
KLDX
EVHC-
HW
CHT
IBOC
BIOS
FXO
CMCO
NTGR
IYC
COLL
CLY
GERN
AIA
SASR
BATS
RYAM
REXX
FFIC
RIC
CACC
AIRM
FRAC
HIBB
FLDM
GSG
GMLP
DBB
ANIK
WLDN
BGG
XSLV
SKF
EWS
JBSS
PFS
EFU
STAG
LTPZ
SDOG
FRP
ORBC
NVDQ
TNET
DZK
TTPH
WFC+
EDIV
BOND
SAM
UVV
SNX
EIGI
ROG
ARWR
TFSL
CTRN
CIU
HBM
COHU
OSB
INCR
CECE
FLOW
RPD
DAKT
LHCG
TKC
EGHT
CLNE
ENT
AGRO
JOY
TSL
BUSE
CFMS
LFL
CLLS
STAR
EHTH
NS
PNC+
MENT
WATT
BATRK
CBR
LFC
TGD
ENIA
MSEX
OLLI
LION
SGG
TNK
NXEOU
TLO
INDY
HZN
MIME
AERI
EGPT
BJRI
BAS
WIX
FYX
RUBI
ATRC
SHY
MGI
DV
AOSL
MINI
NHI
MGRC
COBZ
FFIN
MDP
ENZL
TIPZ
SPXC
VMI
LAYN
FENY
VYMI
YDKN
RAIL
OMAM
PRAA
CYTR
SMN
GIMO
PKW
TSNU
EWZS
COW
ECPG
HMHC
SUI
MHO
EVR
EGP
SNHY
ZUMZ
TSE
RUSS
NEWM
AXON
FXZ
INFI
DLTH
FNGN
EPR-C
GGAL
SNR
UEPS
ATKR
AREX
CIB
VAC
BABY
FORM
PEBO
STBA
LMLP
GK
TILE
ITG
PDLI
AGR
SUN
DBS
OMF
CIR
BOOT
SMFG
SMTC
SEDG
ZYNE
MKC.V
AMFW
MNRO
RBC
XAR
PSXP
RP
DCP
THRM
GST
DBGR
OMED
GPL
OILX
CHGG
QUNR
HAFC
LVNTB
VRNT
OMCL
URRE
BPFH
SIR
SFR
BATRA
JJSF
CNA
XCRA
XONE
REZ
CUBI
INOV
FGEN
MORN
FSP
ASB
WIFI
PEGA
PSB
GSAT
KPTI
CRK
GLOB
PALL
BSAC
MMSI
FTD
AVXL
AVX
CMRX
HEI
ATRS
PTX
AKBA
OCFC
EBS
BKLN
BUZ
SPHB
TLK
SMCI
EPV
AMU
TWNK
SCAI
KCG
SMRT
NVRO
FET
BXS
TDW
SPH
UBG
WES
INWK
AVID
FFBC
KBAL
RRGB
IAI
DBUK
TLGT
CCOI
TBBK
TLH
SIGI
FDD
COWN
NK
PPBI
TDIV
TITN
WEB
FTXG
CALM
HUBG
DPST
AIRR
DGS
AM
CHRS
IOSP
SCMP
CRED
BRKL
IRET
ASHR
CMRE
FSS
CNS
VIOO
GNL
TGI
MTX
MED
INAP
ARCB
GEOS
TECS
MCRB
AXDX
OMER
SOCL
HEVY
VIVO
HTGC
VNET
IOC
MTH
PRSC
PDP
ACAT
CFCOW
VSH
PNM
ROCK
MGV
MZOR
MSTR
DGRO
PKB
UBNK
RGSE
EXAR
UDN
HDSN
IDT
HRTX
PCH
HRI
CBPO
RDY
NVMI
TPC
HF
JPN
IEZ
HLI
EGOV
SAIA
VIGI
CETX
RUSL
GOOD
CNCE
ABG
VCRA
MCRN
USD
CMP
AAT
SCON
VIXM
QLYS
IHDG
PSTB
SEM
SKYY
MMYT
PNNT
NTNX
UIS
ARLZ
SJNK
AQMS
ENH
DES
FDL
NR
STC
MBB
CST
SGMO
AGN-A
TUES
WLH
CONN
TCS
TVTY
SFNC
POWI
MFS
IMAX
GTN
ARNA
GBX
EWMC
NSU
RGS
PRO
STML
BKF
ATEN
ESL
LKFN
MNTX
CWST
HELE
APU
CHSP
NYT
BSCK
VNR
STL
LABL
VDSI
NTRI
LEDD
LMAT
ESGG
CARB
ICUI
SRCE
COPX
INVH
ABTL
MAIN
HHC
EWSC
SCNB
MSG
OXM
BF.A
HURN
SREV
EMKR
TTS
EIRL
VRNS
BLX
MCFT
RIGL
BANC
CACI
PWV
UIHC
SRCLP
MMI
XTN
SOP
CLC
MHLD
ITOT
SJW
FCFS
SPNS
BLD
NPO
MBOT
IUSG
KFRC
KND
CSJ
RAVN
PSAU
CRIS
CDL
QADB
SGBK
BBSI
HCI
ADC
Y
GSLC
SHLM
BSFT
BNFT
POWL
AAWW
CORN
ESLT
PLNT
TLYS
SMP
ZGNX
PATK
NJR
MSFG
VIOV
SALE
EQM
GDJJ
LEN.B
CPF
WTI
SALT
SPDN
EWV
BGC
LPSN
ADTN
USM
ADRO
EGI
SHOR
ORIG
IHF
FHLC
PHYS
JO
PSMT
ZVZZT
SSI
HMST
TAST
OPB
SCL
FIBK
BGNE
JE
AUMN
SRG
RSO
SLRC
PLW
GXG
FTA
PEY
VNQI
PIE
JOUT
AMC
CSA
CWI
FCPT
LBDC
SCS
ICLN
BKS
FMI
HEWU
HEOP
IX
DSX
WMK
IRT
GBDC
EMLP
BZUN
CBF
BGS
WIT
AI
EXTN
BHE
AMWD
ECR
TRNO
FNCL
PRFT
OREX
DHXM
PCY
WAIR
BETR
DZZ
ISCA
NGVT
HOV
EPZM
FNHC
THLD
SCHV
EFZ
CSF
CERU
GABC
SSNI
FRGI
FELE
RFEM
KAMN
SPNC
HUBS
NVTA
BNCN
DBV
NTLA
QQXT
NINI
FOMX
PES
TOPS
RUTH
SINO
MGLN
EUSC
REXR
HCLP
VIRT
CDR
IGM
BXE
NNI
BCOR
STS
AROC
NAKD
SPOK
GSV
XHR
ANDE
CHU
NTRA
SHLX
MXI
LPG
COTV
CYTK
CLDT
EYEG
HI
KOPN
BMI
CID
TSRA
TTD
AGII
ENOR
SWIN
CHUBA
CASC
LIT
TVIZ
LZB
NIB
CTIC
CSU
BW
APLP
MDCA
FTXD
UUUU
GHL
DCTH
EBIX
PGX
BEAT
UHAL
CZR
AHL
UEIC
BKCC
IFGL
EZPW
NAVB
IPCI
IPI
RING
IXN
ERI
CTMX
NEO
HBNC
VBTX
CBM
GOEX
THR
CPLA
TOO
FBNC
NSA
EEMA
BGFV
FLWS
EE
CBB
TTT
CEB
CSTM
IFV
KRNY
IUSV
ELF
NYLD.A
IGN
ONDK
ASX
GM+B
MBWM
SNC
RRTS
XXIA
BKE
RNG
ARLP
CPLP
SSB
CRAI
CPS
HYS
QQQX
MTRX
LIVE
AIMC
TPIC
BCO
BNCL
BDCZ
SCSC
URG
QURE
RNVA
CHDN
MMLP
BSRR
PIZ
KMPR
UEC
ACCO
EGL
SFL
ITRI
SNOW
GWL
IMOS
ACLS
CRBP
NHTC
SGY
CVGW
BEBE
AIT
IOO
ZAIS
SNAK
VYGR
SHEN
TCX
BDC-B
GVI
KB
APFH
EWO
TRX
NVR
SITE
SILJ
SAH
CHUY
MATW
EGBN
HSC
MYOS
RMTI
CASH
VRTS
CKH
